LLM,Summarizer,Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease
moonshotai/kimi-k2.5,bart,plot+table,off,off,off,0.011963,0.164656,0.400822,0.07621,0.152107,23.1575
moonshotai/kimi-k2.5,bert,plot+table,off,off,off,0.017574,0.262847,0.463373,0.112564,0.161272,6.647588
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,off,off,0.023989,0.218104,0.453768,0.080934,0.161616,5.33315
moonshotai/kimi-k2.5,t5,plot+table,off,off,off,0.007107,0.131223,0.372294,0.08243,0.142857,19.39756
moonshotai/kimi-k2.5,bart,plot+table,off,off,off,0.016548,0.126935,0.359316,0.104762,0.174905,26.920866
moonshotai/kimi-k2.5,bert,plot+table,off,off,off,0.035814,0.278416,0.500575,0.132488,0.188723,2.286998
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,off,off,0.026405,0.226348,0.497848,0.125,0.180775,17.054615
moonshotai/kimi-k2.5,t5,plot+table,off,off,off,0.004374,0.120901,0.303263,0.05,0.136276,47.494351
moonshotai/kimi-k2.5,bart,plot,on,off,off,0.03767,0.19491,0.446831,0.077503,0.16971,17.998684
moonshotai/kimi-k2.5,bert,plot,on,off,off,0.01148,0.2739,0.362362,0.087174,0.138138,-2.611326
moonshotai/kimi-k2.5,longformer_ext,plot,on,off,off,0.028678,0.238171,0.426404,0.080547,0.14871,8.614906
moonshotai/kimi-k2.5,t5,plot,on,off,off,0.006634,0.181513,0.432056,0.051222,0.139373,20.398812
moonshotai/kimi-k2.5,bart,plot,on,off,off,0.007499,0.170276,0.423039,0.061692,0.142999,26.538126
moonshotai/kimi-k2.5,bert,plot,on,off,off,0.009807,0.255334,0.44844,0.079407,0.13432,3.364508
moonshotai/kimi-k2.5,longformer_ext,plot,on,off,off,0.010908,0.149457,0.335548,0.03827,0.099668,11.048684
moonshotai/kimi-k2.5,t5,plot,on,off,off,0.006225,0.129832,0.356994,0.052301,0.129436,16.77088
moonshotai/kimi-k2.5,bart,plot,on,off,off,0.024122,0.142366,0.390783,0.134811,0.173272,37.091317
moonshotai/kimi-k2.5,bert,plot,on,off,off,0.039378,0.271866,0.486312,0.149382,0.158884,-0.055041
moonshotai/kimi-k2.5,longformer_ext,plot,on,off,off,0.029004,0.16268,0.349448,0.085754,0.140884,30.767676
moonshotai/kimi-k2.5,t5,plot,on,off,off,0.01782,0.170922,0.390681,0.100539,0.168459,25.350811
moonshotai/kimi-k2.5,bart,table,on,off,off,0.026921,0.184227,0.401294,0.054054,0.159655,9.153436
moonshotai/kimi-k2.5,bert,table,on,off,off,0.007471,0.266223,0.33561,0.06543,0.119024,1.009198
moonshotai/kimi-k2.5,longformer_ext,table,on,off,off,0.026586,0.167091,0.305394,0.049875,0.112863,-2.319977
moonshotai/kimi-k2.5,t5,table,on,off,off,0.008077,0.153643,0.36182,0.031146,0.122087,16.919236
moonshotai/kimi-k2.5,bart,table,on,off,off,0.004415,0.127162,0.343478,0.04793,0.130435,18.742304
moonshotai/kimi-k2.5,bert,table,on,off,off,0.007823,0.248586,0.450932,0.06592,0.130435,-1.572037
moonshotai/kimi-k2.5,longformer_ext,table,on,off,off,0.009053,0.140887,0.271396,0.029344,0.089437,-20.833354
moonshotai/kimi-k2.5,t5,table,on,off,off,0.00558,0.132039,0.315335,0.049784,0.116631,30.45282
moonshotai/kimi-k2.5,bart,table,on,off,off,0.022261,0.158581,0.386831,0.08244,0.144856,12.815765
moonshotai/kimi-k2.5,bert,table,on,off,off,0.014613,0.257706,0.38952,0.081294,0.137118,-11.150488
moonshotai/kimi-k2.5,longformer_ext,table,on,off,off,0.015131,0.176355,0.427907,0.076087,0.162791,12.127922
moonshotai/kimi-k2.5,t5,table,on,off,off,0.017038,0.160185,0.374259,0.07464,0.159187,23.841581
moonshotai/kimi-k2.5,bart,plot+table,on,off,off,0.03496,0.216573,0.456,0.08016,0.166,16.492422
moonshotai/kimi-k2.5,bert,plot+table,on,off,off,0.01004,0.267142,0.319896,0.065944,0.122237,7.630695
moonshotai/kimi-k2.5,longformer_ext,plot+table,on,off,off,0.037902,0.203819,0.403587,0.093441,0.152466,28.652996
moonshotai/kimi-k2.5,t5,plot+table,on,off,off,0.010584,0.173314,0.392157,0.041365,0.144479,29.967883
moonshotai/kimi-k2.5,bart,plot+table,on,off,off,0.006945,0.148946,0.388833,0.053946,0.137587,26.006848
moonshotai/kimi-k2.5,bert,plot+table,on,off,off,0.011647,0.26481,0.446591,0.085324,0.1375,5.714541
moonshotai/kimi-k2.5,longformer_ext,plot+table,on,off,off,0.006618,0.128189,0.328767,0.039216,0.113503,28.298306
moonshotai/kimi-k2.5,t5,plot+table,on,off,off,0.006518,0.118328,0.319829,0.038462,0.113006,22.807285
moonshotai/kimi-k2.5,bart,plot+table,on,off,off,0.043675,0.192566,0.426602,0.113729,0.188159,21.812566
moonshotai/kimi-k2.5,bert,plot+table,on,off,off,0.018715,0.265937,0.425669,0.100739,0.147738,-3.551702
moonshotai/kimi-k2.5,longformer_ext,plot+table,on,off,off,0.027879,0.228242,0.470508,0.097527,0.167353,24.503752
moonshotai/kimi-k2.5,t5,plot+table,on,off,off,0.025807,0.153617,0.348375,0.075949,0.16787,23.942094
moonshotai/kimi-k2.5,bart,plot,off,on,off,0.019107,0.20961,0.471861,0.097614,0.17316,11.311028
moonshotai/kimi-k2.5,bert,plot,off,on,off,0.010074,0.277216,0.366972,0.081633,0.122324,-2.132851
moonshotai/kimi-k2.5,longformer_ext,plot,off,on,off,0.00961,0.143992,0.346357,0.044444,0.114044,2.821548
moonshotai/kimi-k2.5,t5,plot,off,on,off,0.028971,0.192698,0.443678,0.085253,0.17931,1.016056
moonshotai/kimi-k2.5,bart,plot,off,on,off,0.010965,0.156096,0.407827,0.068111,0.142122,22.228965
moonshotai/kimi-k2.5,bert,plot,off,on,off,0.016097,0.277396,0.490277,0.101475,0.159104,6.372782
moonshotai/kimi-k2.5,longformer_ext,plot,off,on,off,0.00197,0.090157,0.222656,0.02544,0.082031,-45.268326
moonshotai/kimi-k2.5,t5,plot,off,on,off,0.003179,0.114865,0.35084,0.063158,0.121849,-0.190221
moonshotai/kimi-k2.5,bart,plot,off,on,off,0.047056,0.186032,0.442373,0.142615,0.227119,20.18574
moonshotai/kimi-k2.5,bert,plot,off,on,off,0.027067,0.287297,0.491315,0.121212,0.176675,-0.942079
moonshotai/kimi-k2.5,longformer_ext,plot,off,on,off,8.7e-05,0.051326,0.158076,0.034443,0.077892,14.053
moonshotai/kimi-k2.5,t5,plot,off,on,off,0.004318,0.106119,0.327032,0.064394,0.151229,17.107258
moonshotai/kimi-k2.5,bart,table,off,on,off,0.029595,0.213161,0.430799,0.083984,0.155945,4.010005
moonshotai/kimi-k2.5,bert,table,off,on,off,0.004981,0.262881,0.329195,0.058905,0.102989,-4.453612
moonshotai/kimi-k2.5,longformer_ext,table,off,on,off,0.005725,0.145796,0.304392,0.018424,0.116445,4.639673
moonshotai/kimi-k2.5,t5,table,off,on,off,0.040718,0.191249,0.391398,0.088362,0.165591,15.815476
moonshotai/kimi-k2.5,bart,table,off,on,off,0.013198,0.154271,0.374269,0.072266,0.148148,10.120909
moonshotai/kimi-k2.5,bert,table,off,on,off,0.010869,0.244156,0.419009,0.094118,0.143076,-8.727909
moonshotai/kimi-k2.5,longformer_ext,table,off,on,off,0.0096,0.161241,0.363636,0.065495,0.125997,-14.569256
moonshotai/kimi-k2.5,t5,table,off,on,off,0.004612,0.140589,0.372745,0.078313,0.138277,8.85577
moonshotai/kimi-k2.5,bart,table,off,on,off,0.016046,0.164653,0.368852,0.062397,0.157377,4.647178
moonshotai/kimi-k2.5,bert,table,off,on,off,0.014276,0.273488,0.407574,0.086643,0.145176,-9.91653
moonshotai/kimi-k2.5,longformer_ext,table,off,on,off,0.018982,0.225064,0.433003,0.070059,0.163696,-1.430425
moonshotai/kimi-k2.5,t5,table,off,on,off,0.009008,0.126195,0.303867,0.073801,0.13628,18.090357
moonshotai/kimi-k2.5,bart,plot+table,off,on,off,0.024064,0.238429,0.491296,0.104651,0.166344,5.768371
moonshotai/kimi-k2.5,bert,plot+table,off,on,off,0.007153,0.255513,0.320796,0.062311,0.108949,1.044223
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,on,off,0.010731,0.180543,0.391426,0.042951,0.130475,16.720545
moonshotai/kimi-k2.5,t5,plot+table,off,on,off,0.034453,0.207141,0.432212,0.079673,0.159021,18.45
moonshotai/kimi-k2.5,bart,plot+table,off,on,off,0.014959,0.16968,0.431599,0.086873,0.16185,15.976189
moonshotai/kimi-k2.5,bert,plot+table,off,on,off,0.010058,0.253102,0.448739,0.096722,0.151369,5.309964
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,on,off,0.009721,0.12194,0.342964,0.069094,0.12302,6.752883
moonshotai/kimi-k2.5,t5,plot+table,off,on,off,0.007053,0.113831,0.346072,0.055319,0.125265,32.396945
moonshotai/kimi-k2.5,bart,plot+table,off,on,off,0.024397,0.162743,0.407018,0.105448,0.173684,21.787414
moonshotai/kimi-k2.5,bert,plot+table,off,on,off,0.026985,0.2873,0.466441,0.121798,0.169966,-2.843539
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,on,off,0.013451,0.170543,0.399334,0.085,0.161398,35.536143
moonshotai/kimi-k2.5,t5,plot+table,off,on,off,0.007994,0.135497,0.35348,0.069725,0.148352,28.62587
moonshotai/kimi-k2.5,bart,plot,off,off,on,0.02584,0.188655,0.431015,0.093714,0.18244,24.337649
moonshotai/kimi-k2.5,bert,plot,off,off,on,0.00961,0.286709,0.409038,0.078886,0.12978,5.04527
moonshotai/kimi-k2.5,longformer_ext,plot,off,off,on,0.004429,0.105114,0.274847,0.02214,0.122699,13.676957
moonshotai/kimi-k2.5,t5,plot,off,off,on,0.036801,0.182882,0.459242,0.105869,0.190586,13.150861
moonshotai/kimi-k2.5,bart,plot,off,off,on,0.008113,0.136884,0.388708,0.080522,0.152009,16.553863
moonshotai/kimi-k2.5,bert,plot,off,off,on,0.016125,0.283339,0.483401,0.114286,0.168899,2.286468
moonshotai/kimi-k2.5,longformer_ext,plot,off,off,on,0.023505,0.228843,0.514241,0.107765,0.166139,7.62885
moonshotai/kimi-k2.5,t5,plot,off,off,on,0.004385,0.13953,0.397838,0.08234,0.142703,27.693846
moonshotai/kimi-k2.5,bart,plot,off,off,on,0.026504,0.168,0.419238,0.141818,0.190563,28.779114
moonshotai/kimi-k2.5,bert,plot,off,off,on,0.025882,0.272818,0.470905,0.130529,0.165948,-3.160305
moonshotai/kimi-k2.5,longformer_ext,plot,off,off,on,0.021039,0.184806,0.415605,0.092504,0.164013,10.058346
moonshotai/kimi-k2.5,t5,plot,off,off,on,0.003079,0.117812,0.317522,0.077595,0.143272,18.426345
moonshotai/kimi-k2.5,bart,table,off,off,on,0.030927,0.19826,0.442827,0.09375,0.178794,13.729949
moonshotai/kimi-k2.5,bert,table,off,off,on,0.010275,0.27863,0.371282,0.070842,0.12,-4.530079
moonshotai/kimi-k2.5,longformer_ext,table,off,off,on,0.013406,0.190512,0.404573,0.056388,0.131926,7.892471
moonshotai/kimi-k2.5,t5,table,off,off,on,0.041387,0.195808,0.438479,0.085202,0.163311,11.837134
moonshotai/kimi-k2.5,bart,table,off,off,on,0.007879,0.124131,0.344754,0.066524,0.139186,17.515305
moonshotai/kimi-k2.5,bert,table,off,off,on,0.013717,0.250376,0.485461,0.092405,0.158028,5.109263
moonshotai/kimi-k2.5,longformer_ext,table,off,off,on,0.012961,0.144513,0.35504,0.071492,0.135593,5.971514
moonshotai/kimi-k2.5,t5,table,off,off,on,0.003425,0.130065,0.387302,0.063627,0.141799,44.098385
moonshotai/kimi-k2.5,bart,table,off,off,on,0.034473,0.162891,0.356618,0.104972,0.180147,26.615146
moonshotai/kimi-k2.5,bert,table,off,off,on,0.028776,0.270148,0.460309,0.1024,0.164092,-9.537874
moonshotai/kimi-k2.5,longformer_ext,table,off,off,on,0.005078,0.087522,0.247903,0.048553,0.106244,39.663655
moonshotai/kimi-k2.5,t5,table,off,off,on,0.005883,0.135906,0.33303,0.058341,0.136488,22.878755
moonshotai/kimi-k2.5,bart,plot+table,off,off,on,0.033669,0.20899,0.462719,0.10989,0.188596,18.263237
moonshotai/kimi-k2.5,bert,plot+table,off,off,on,0.009183,0.291546,0.387132,0.075328,0.12759,0.741568
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,off,on,0.015013,0.175733,0.380182,0.04458,0.133468,24.787184
moonshotai/kimi-k2.5,t5,plot+table,off,off,on,0.047924,0.216227,0.466877,0.090622,0.176656,10.20086
moonshotai/kimi-k2.5,bart,plot+table,off,off,on,0.00827,0.143465,0.376321,0.07839,0.143763,12.699767
moonshotai/kimi-k2.5,bert,plot+table,off,off,on,0.013007,0.237276,0.466495,0.103226,0.16366,1.179062
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,off,on,0.000563,0.082702,0.200662,0.030939,0.081588,-92.000833
moonshotai/kimi-k2.5,t5,plot+table,off,off,on,0.004811,0.130308,0.363832,0.071197,0.144241,25.89118
moonshotai/kimi-k2.5,bart,plot+table,off,off,on,0.013941,0.108679,0.324012,0.098551,0.146577,14.73879
moonshotai/kimi-k2.5,bert,plot+table,off,off,on,0.024726,0.271825,0.461292,0.103688,0.162306,-5.787182
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,off,on,0.017419,0.155753,0.327892,0.071073,0.116395,25.520759
moonshotai/kimi-k2.5,t5,plot+table,off,off,on,0.028073,0.163101,0.371795,0.102752,0.164835,23.195566
moonshotai/kimi-k2.5,bart,plot,on,off,on,0.033498,0.200652,0.469453,0.077336,0.192926,17.826329
moonshotai/kimi-k2.5,bert,plot,on,off,on,0.008038,0.281913,0.385744,0.078699,0.137317,4.298704
moonshotai/kimi-k2.5,longformer_ext,plot,on,off,on,0.032952,0.212671,0.403968,0.063234,0.151488,8.179657
moonshotai/kimi-k2.5,t5,plot,on,off,on,0.006987,0.16936,0.417778,0.053452,0.137778,22.42721
moonshotai/kimi-k2.5,bart,plot,on,off,on,0.004972,0.137455,0.373134,0.070513,0.142857,24.144425
moonshotai/kimi-k2.5,bert,plot,on,off,on,0.00971,0.262084,0.460147,0.082626,0.145845,5.581583
moonshotai/kimi-k2.5,longformer_ext,plot,on,off,on,0.008447,0.137944,0.306799,0.038206,0.092869,-59.802029
moonshotai/kimi-k2.5,t5,plot,on,off,on,0.003257,0.101479,0.30474,0.036199,0.112867,26.678009
moonshotai/kimi-k2.5,bart,plot,on,off,on,0.00884,0.128192,0.334892,0.095595,0.14406,22.83587
moonshotai/kimi-k2.5,bert,plot,on,off,on,0.027877,0.278997,0.470717,0.119452,0.16092,-4.793218
moonshotai/kimi-k2.5,longformer_ext,plot,on,off,on,0.022808,0.186251,0.432602,0.078493,0.148903,4.99219
moonshotai/kimi-k2.5,t5,plot,on,off,on,0.008754,0.118069,0.298196,0.049477,0.136752,7.643077
moonshotai/kimi-k2.5,bart,table,on,off,on,0.036,0.217566,0.411825,0.075587,0.165138,21.802939
moonshotai/kimi-k2.5,bert,table,on,off,on,0.007903,0.25993,0.345208,0.066298,0.126443,4.506648
moonshotai/kimi-k2.5,longformer_ext,table,on,off,on,0.034103,0.208199,0.414234,0.082267,0.153285,9.196908
moonshotai/kimi-k2.5,t5,table,on,off,on,0.004265,0.134071,0.33494,0.016908,0.120482,23.342501
moonshotai/kimi-k2.5,bart,table,on,off,on,0.00777,0.146649,0.366914,0.061637,0.135737,36.980926
moonshotai/kimi-k2.5,bert,table,on,off,on,0.007725,0.240139,0.449495,0.064475,0.137626,-6.038472
moonshotai/kimi-k2.5,longformer_ext,table,on,off,on,0.012849,0.130682,0.283784,0.042301,0.106419,-31.941698
moonshotai/kimi-k2.5,t5,table,on,off,on,0.004362,0.115898,0.287912,0.03304,0.105495,13.050629
moonshotai/kimi-k2.5,bart,table,on,off,on,0.020954,0.145078,0.349206,0.068905,0.135802,18.799468
moonshotai/kimi-k2.5,bert,table,on,off,on,0.024373,0.275343,0.416,0.090438,0.142118,-4.941544
moonshotai/kimi-k2.5,longformer_ext,table,on,off,on,0.019106,0.154242,0.373444,0.068163,0.142739,15.86735
moonshotai/kimi-k2.5,t5,table,on,off,on,0.011355,0.139831,0.342454,0.047745,0.141218,23.350346
moonshotai/kimi-k2.5,bart,plot+table,on,off,on,0.037703,0.20998,0.439024,0.068426,0.163902,15.618061
moonshotai/kimi-k2.5,bert,plot+table,on,off,on,0.010071,0.270141,0.322795,0.073272,0.12396,-2.267277
moonshotai/kimi-k2.5,longformer_ext,plot+table,on,off,on,0.03486,0.199246,0.415954,0.072312,0.155745,1.518085
moonshotai/kimi-k2.5,t5,plot+table,on,off,on,0.012299,0.193417,0.42116,0.046891,0.144456,35.794554
moonshotai/kimi-k2.5,bart,plot+table,on,off,on,0.004311,0.147139,0.370137,0.069547,0.130389,29.078333
moonshotai/kimi-k2.5,bert,plot+table,on,off,on,0.008433,0.255313,0.464263,0.074731,0.140417,8.031397
moonshotai/kimi-k2.5,longformer_ext,plot+table,on,off,on,0.009302,0.140022,0.275597,0.033924,0.08776,-29.046947
moonshotai/kimi-k2.5,t5,plot+table,on,off,on,0.010177,0.124299,0.326087,0.052288,0.121739,26.802421
moonshotai/kimi-k2.5,bart,plot+table,on,off,on,0.026556,0.172558,0.404996,0.110813,0.162355,33.030169
moonshotai/kimi-k2.5,bert,plot+table,on,off,on,0.017075,0.262271,0.432665,0.095602,0.146132,1.066785
moonshotai/kimi-k2.5,longformer_ext,plot+table,on,off,on,0.032722,0.209914,0.446643,0.089172,0.161131,13.689041
moonshotai/kimi-k2.5,t5,plot+table,on,off,on,0.01194,0.134915,0.34915,0.071749,0.14145,24.823614
moonshotai/kimi-k2.5,bart,plot,on,on,off,0.047447,0.238908,0.490926,0.09378,0.17383,7.691909
moonshotai/kimi-k2.5,bert,plot,on,on,off,0.008046,0.26762,0.298589,0.059608,0.115204,-7.377873
moonshotai/kimi-k2.5,longformer_ext,plot,on,on,off,0.022625,0.13332,0.295908,0.031546,0.121721,-26.747244
moonshotai/kimi-k2.5,t5,plot,on,on,off,0.008236,0.195882,0.464876,0.05383,0.13843,14.774616
moonshotai/kimi-k2.5,bart,plot,on,on,off,0.003745,0.138111,0.366876,0.05042,0.142558,4.770833
moonshotai/kimi-k2.5,bert,plot,on,on,off,0.01089,0.249645,0.440618,0.079667,0.142518,-3.549955
moonshotai/kimi-k2.5,longformer_ext,plot,on,on,off,0.00504,0.140403,0.316254,0.023009,0.109541,-28.313989
moonshotai/kimi-k2.5,t5,plot,on,on,off,0.002296,0.093727,0.281909,0.022247,0.113208,18.153479
moonshotai/kimi-k2.5,bart,plot,on,on,off,0.041988,0.189642,0.424938,0.108463,0.173913,17.109465
moonshotai/kimi-k2.5,bert,plot,on,on,off,0.027647,0.276701,0.405582,0.100393,0.1413,-7.763012
moonshotai/kimi-k2.5,longformer_ext,plot,on,on,off,0.032492,0.227259,0.461067,0.11418,0.156959,16.171917
moonshotai/kimi-k2.5,t5,plot,on,on,off,0.026933,0.16771,0.410473,0.099831,0.16723,19.118707
moonshotai/kimi-k2.5,bart,table,on,on,off,0.030337,0.212087,0.404537,0.051136,0.153119,-0.924929
moonshotai/kimi-k2.5,bert,table,on,on,off,0.00701,0.256672,0.29414,0.057476,0.103997,-9.240256
moonshotai/kimi-k2.5,longformer_ext,table,on,on,off,0.02737,0.189895,0.356003,0.04878,0.130982,13.787865
moonshotai/kimi-k2.5,t5,table,on,on,off,0.013129,0.199196,0.42418,0.043121,0.141393,7.141825
moonshotai/kimi-k2.5,bart,table,on,on,off,0.010602,0.171895,0.385356,0.071429,0.134875,17.010742
moonshotai/kimi-k2.5,bert,table,on,on,off,0.008988,0.244549,0.412716,0.059185,0.127161,-6.021163
moonshotai/kimi-k2.5,longformer_ext,table,on,on,off,0.001885,0.08437,0.225734,0.022624,0.092551,2.903749
moonshotai/kimi-k2.5,t5,table,on,on,off,0.005135,0.124054,0.317359,0.049093,0.119276,15.482496
moonshotai/kimi-k2.5,bart,table,on,on,off,0.011554,0.147755,0.339983,0.074718,0.140503,20.935217
moonshotai/kimi-k2.5,bert,table,on,on,off,0.016707,0.264427,0.385185,0.084605,0.132462,-2.571305
moonshotai/kimi-k2.5,longformer_ext,table,on,on,off,0.019591,0.196188,0.359356,0.060794,0.137546,15.961625
moonshotai/kimi-k2.5,t5,table,on,on,off,0.016559,0.150026,0.359862,0.064125,0.141869,12.945945
moonshotai/kimi-k2.5,bart,plot+table,on,on,off,0.038835,0.212742,0.403774,0.073724,0.14717,10.972143
moonshotai/kimi-k2.5,bert,plot+table,on,on,off,0.006333,0.259897,0.316019,0.060288,0.111742,4.739038
moonshotai/kimi-k2.5,longformer_ext,plot+table,on,on,off,0.024617,0.188331,0.349352,0.053476,0.134249,7.434433
moonshotai/kimi-k2.5,t5,plot+table,on,on,off,0.008367,0.187958,0.414508,0.033229,0.128497,19.58351
moonshotai/kimi-k2.5,bart,plot+table,on,on,off,0.007797,0.156411,0.380488,0.060606,0.136585,7.258967
moonshotai/kimi-k2.5,bert,plot+table,on,on,off,0.006032,0.258921,0.421543,0.063245,0.121181,-2.056108
moonshotai/kimi-k2.5,longformer_ext,plot+table,on,on,off,0.006242,0.130326,0.26435,0.024206,0.093656,-27.679759
moonshotai/kimi-k2.5,t5,plot+table,on,on,off,0.009681,0.127288,0.32766,0.049041,0.125532,20.368186
moonshotai/kimi-k2.5,bart,plot+table,on,on,off,0.040297,0.19538,0.438314,0.105909,0.170115,18.871034
moonshotai/kimi-k2.5,bert,plot+table,on,on,off,0.01714,0.269917,0.399839,0.095813,0.140788,-0.161087
moonshotai/kimi-k2.5,longformer_ext,plot+table,on,on,off,0.016543,0.213326,0.428966,0.062155,0.147586,11.20625
moonshotai/kimi-k2.5,t5,plot+table,on,on,off,0.016263,0.157242,0.399674,0.080065,0.159869,35.473033
moonshotai/kimi-k2.5,bart,plot,off,on,on,0.034347,0.207636,0.427572,0.096096,0.163836,16.790582
moonshotai/kimi-k2.5,bert,plot,off,on,on,0.011565,0.264981,0.347544,0.071429,0.120482,-1.634583
moonshotai/kimi-k2.5,longformer_ext,plot,off,on,on,0.010224,0.147741,0.302183,0.040245,0.131004,15.795793
moonshotai/kimi-k2.5,t5,plot,off,on,on,0.040139,0.213124,0.463203,0.073753,0.177489,8.825374
moonshotai/kimi-k2.5,bart,plot,off,on,on,0.011048,0.152937,0.412797,0.086867,0.154799,21.241825
moonshotai/kimi-k2.5,bert,plot,off,on,on,0.011345,0.2604,0.45186,0.0931,0.158643,0.4563
moonshotai/kimi-k2.5,longformer_ext,plot,off,on,on,0.018892,0.196525,0.416928,0.059655,0.131661,8.327914
moonshotai/kimi-k2.5,t5,plot,off,on,on,0.005776,0.146331,0.428424,0.078431,0.138002,22.7235
moonshotai/kimi-k2.5,bart,plot,off,on,on,0.019947,0.165186,0.413487,0.122667,0.191659,23.633644
moonshotai/kimi-k2.5,bert,plot,off,on,on,0.020126,0.277168,0.449058,0.098598,0.159343,-11.650328
moonshotai/kimi-k2.5,longformer_ext,plot,off,on,on,0.018557,0.201518,0.404899,0.090909,0.149856,-6.722439
moonshotai/kimi-k2.5,t5,plot,off,on,on,0.009056,0.117939,0.322212,0.08596,0.13918,23.092698
moonshotai/kimi-k2.5,bart,table,off,on,on,0.031182,0.207027,0.436105,0.103659,0.172414,11.295791
moonshotai/kimi-k2.5,bert,table,off,on,on,0.009293,0.266396,0.340505,0.065543,0.110384,-1.780746
moonshotai/kimi-k2.5,longformer_ext,table,off,on,on,0.00693,0.113017,0.286055,0.031063,0.112038,11.131658
moonshotai/kimi-k2.5,t5,table,off,on,on,0.041623,0.221561,0.447231,0.087958,0.165099,10.427059
moonshotai/kimi-k2.5,bart,table,off,on,on,0.016879,0.175958,0.426295,0.087824,0.151394,21.238167
moonshotai/kimi-k2.5,bert,table,off,on,on,0.012518,0.254916,0.452174,0.09054,0.147246,-3.88355
moonshotai/kimi-k2.5,longformer_ext,table,off,on,on,0.028805,0.19637,0.421913,0.0819,0.148814,17.598107
moonshotai/kimi-k2.5,t5,table,off,on,on,0.005861,0.144539,0.383648,0.084034,0.159329,23.058779
moonshotai/kimi-k2.5,bart,table,off,on,on,0.011427,0.137336,0.341784,0.088429,0.153991,19.127983
moonshotai/kimi-k2.5,bert,table,off,on,on,0.015723,0.274537,0.448205,0.089322,0.145641,-10.335947
moonshotai/kimi-k2.5,longformer_ext,table,off,on,on,0.007336,0.103809,0.196513,0.04127,0.090333,-114.665062
moonshotai/kimi-k2.5,t5,table,off,on,on,0.013141,0.162913,0.390639,0.081154,0.158416,32.620652
moonshotai/kimi-k2.5,bart,plot+table,off,on,on,0.024455,0.224077,0.434051,0.078725,0.153414,5.343024
moonshotai/kimi-k2.5,bert,plot+table,off,on,on,0.008652,0.277322,0.328931,0.057143,0.108223,-1.558545
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,on,on,0.015782,0.196968,0.358548,0.051515,0.11649,14.343135
moonshotai/kimi-k2.5,t5,plot+table,off,on,on,0.034473,0.233792,0.465726,0.076768,0.179435,16.975611
moonshotai/kimi-k2.5,bart,plot+table,off,on,on,0.015074,0.175911,0.43744,0.072727,0.145177,16.033364
moonshotai/kimi-k2.5,bert,plot+table,off,on,on,0.010426,0.270387,0.426,0.09009,0.135,0.574804
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,on,on,0.014072,0.18242,0.432529,0.084154,0.153709,7.173558
moonshotai/kimi-k2.5,t5,plot+table,off,on,on,0.004356,0.135914,0.37037,0.063918,0.139918,18.765876
moonshotai/kimi-k2.5,bart,plot+table,off,on,on,0.02426,0.141819,0.33187,0.082674,0.138718,9.347879
moonshotai/kimi-k2.5,bert,plot+table,off,on,on,0.025956,0.2765,0.433457,0.102683,0.15342,-3.290154
moonshotai/kimi-k2.5,longformer_ext,plot+table,off,on,on,0.013324,0.178296,0.407812,0.079812,0.151562,33.636815
moonshotai/kimi-k2.5,t5,plot+table,off,on,on,0.0044,0.135599,0.339013,0.071878,0.125561,11.650382
moonshotai/kimi-k2.5,bart,plot,on,on,on,0.047037,0.22618,0.476562,0.086106,0.191406,26.983934
moonshotai/kimi-k2.5,bert,plot,on,on,on,0.008462,0.277189,0.339316,0.071001,0.125641,0.876151
moonshotai/kimi-k2.5,longformer_ext,plot,on,on,on,0.017203,0.153267,0.255351,0.035477,0.121033,-3.751843
moonshotai/kimi-k2.5,t5,plot,on,on,on,0.019489,0.208276,0.463918,0.068182,0.148454,24.596299
moonshotai/kimi-k2.5,bart,plot,on,on,on,0.009516,0.16961,0.42289,0.054422,0.155189,20.734808
moonshotai/kimi-k2.5,bert,plot,on,on,on,0.010549,0.257421,0.438312,0.081257,0.12987,-3.923446
moonshotai/kimi-k2.5,longformer_ext,plot,on,on,on,0.006311,0.052293,0.131528,0.025194,0.056093,-113.703589
moonshotai/kimi-k2.5,t5,plot,on,on,on,0.010893,0.14224,0.358272,0.046463,0.130664,22.950239
moonshotai/kimi-k2.5,bart,plot,on,on,on,0.034641,0.184799,0.429809,0.140625,0.197574,29.030014
moonshotai/kimi-k2.5,bert,plot,on,on,on,0.019676,0.272776,0.408745,0.092293,0.139734,-6.779813
moonshotai/kimi-k2.5,longformer_ext,plot,on,on,on,0.034089,0.203324,0.413174,0.097451,0.149701,15.246304
moonshotai/kimi-k2.5,t5,plot,on,on,on,0.013584,0.149521,0.371585,0.082117,0.162113,26.049643
moonshotai/kimi-k2.5,bart,table,on,on,on,0.046894,0.216849,0.435283,0.076849,0.161074,15.797862
moonshotai/kimi-k2.5,bert,table,on,on,on,0.007457,0.25827,0.297331,0.055898,0.11499,-7.536567
